Accession,g4_count,Genome Size,Taxa,Domain,G4 Density (per Mb),log10(Genome Size),log10(G4 count),log10(G4 Density),log10(Genome Size) binned
GCA_001589815.1,0.0,1660.0,viral,Virus,0.0,3.220108088040055,0.0,0.0,3
GCA_003621195.1,0.0,1659.0,viral,Virus,0.0,3.219846386024361,0.0,0.0,3
GCA_004206275.1,0.0,1658.0,viral,Virus,0.0,3.2195845262142546,0.0,0.0,3
GCA_004203975.1,0.0,1658.0,viral,Virus,0.0,3.2195845262142546,0.0,0.0,3
GCA_022874065.1,0.0,1657.0,viral,Virus,0.0,3.219322508419337,0.0,0.0,3
GCA_003541215.1,0.0,1656.0,viral,Virus,0.0,3.219060332448861,0.0,0.0,3
GCA_003623915.1,0.0,1655.0,viral,Virus,0.0,3.2187979981117376,0.0,0.0,3
GCA_004205795.1,0.0,1655.0,viral,Virus,0.0,3.2187979981117376,0.0,0.0,3
GCA_004207115.1,0.0,1655.0,viral,Virus,0.0,3.2187979981117376,0.0,0.0,3
GCA_031269325.1,0.0,1654.0,viral,Virus,0.0,3.218535505216528,0.0,0.0,3
GCA_003656945.1,0.0,1653.0,viral,Virus,0.0,3.2182728535714475,0.0,0.0,3
GCA_004207435.1,0.0,1652.0,viral,Virus,0.0,3.218010042984363,0.0,0.0,3
GCA_003537115.1,0.0,1650.0,viral,Virus,0.0,3.2174839442139063,0.0,0.0,3
GCA_003654785.1,0.0,1650.0,viral,Virus,0.0,3.2174839442139063,0.0,0.0,3
GCA_004290415.1,0.0,1650.0,viral,Virus,0.0,3.2174839442139063,0.0,0.0,3
GCA_004285355.1,0.0,1649.0,viral,Virus,0.0,3.217220655644519,0.0,0.0,3
GCA_031213305.1,0.0,1649.0,viral,Virus,0.0,3.217220655644519,0.0,0.0,3
GCA_022874055.1,0.0,1649.0,viral,Virus,0.0,3.217220655644519,0.0,0.0,3
GCA_003653565.1,0.0,1647.0,viral,Virus,0.0,3.2166935991697545,0.0,0.0,3
GCA_003656585.1,0.0,1646.0,viral,Virus,0.0,3.216429830876251,0.0,0.0,3
GCA_004199535.1,0.0,1645.0,viral,Virus,0.0,3.216165902285993,0.0,0.0,3
GCA_003532825.1,0.0,1644.0,viral,Virus,0.0,3.215901813204032,0.0,0.0,3
GCA_004369465.1,0.0,1643.0,viral,Virus,0.0,3.215637563435062,0.0,0.0,3
GCA_003619155.1,0.0,1643.0,viral,Virus,0.0,3.215637563435062,0.0,0.0,3
GCA_003658165.1,0.0,1643.0,viral,Virus,0.0,3.215637563435062,0.0,0.0,3
GCA_004201495.1,0.0,1642.0,viral,Virus,0.0,3.215373152783422,0.0,0.0,3
GCA_003615375.1,0.0,1641.0,viral,Virus,0.0,3.215108581053093,0.0,0.0,3
GCA_003537085.1,0.0,1640.0,viral,Virus,0.0,3.214843848047698,0.0,0.0,3
GCA_013166245.1,0.0,1639.0,viral,Virus,0.0,3.214578953570499,0.0,0.0,3
GCA_013166235.1,0.0,1639.0,viral,Virus,0.0,3.214578953570499,0.0,0.0,3
GCA_004206595.1,0.0,1639.0,viral,Virus,0.0,3.214578953570499,0.0,0.0,3
GCA_013166225.1,0.0,1639.0,viral,Virus,0.0,3.214578953570499,0.0,0.0,3
GCA_004206415.1,0.0,1638.0,viral,Virus,0.0,3.2143138974244,0.0,0.0,3
GCA_031311105.1,0.0,1638.0,viral,Virus,0.0,3.2143138974244,0.0,0.0,3
GCA_003654905.1,0.0,1638.0,viral,Virus,0.0,3.2143138974244,0.0,0.0,3
GCA_004042855.1,0.0,1638.0,viral,Virus,0.0,3.2143138974244,0.0,0.0,3
GCA_003659925.1,0.0,1638.0,viral,Virus,0.0,3.2143138974244,0.0,0.0,3
GCF_001274425.1,0.0,1635.0,viral,Virus,0.0,3.2135177569963047,0.0,0.0,3
GCA_003624535.1,0.0,1631.0,viral,Virus,0.0,3.212453961040276,0.0,0.0,3
GCA_003652965.1,0.0,1630.0,viral,Virus,0.0,3.2121876044039577,0.0,0.0,3
GCA_003621355.1,0.0,1630.0,viral,Virus,0.0,3.2121876044039577,0.0,0.0,3
GCA_003653545.1,0.0,1628.0,viral,Virus,0.0,3.2116544005531824,0.0,0.0,3
GCA_003653645.1,0.0,1628.0,viral,Virus,0.0,3.2116544005531824,0.0,0.0,3
GCA_001589775.1,0.0,1627.0,viral,Virus,0.0,3.2113875529368587,0.0,0.0,3
GCA_013088635.1,0.0,1626.0,viral,Virus,0.0,3.2111205412580492,0.0,0.0,3
GCA_003659585.1,0.0,1625.0,viral,Virus,0.0,3.210853365314893,0.0,0.0,3
GCA_003657165.1,0.0,1625.0,viral,Virus,0.0,3.210853365314893,0.0,0.0,3
GCA_031268945.1,0.0,1623.0,viral,Virus,0.0,3.210318519826232,0.0,0.0,3
GCA_003618275.1,0.0,1623.0,viral,Virus,0.0,3.210318519826232,0.0,0.0,3
GCA_031311235.1,0.0,1622.0,viral,Virus,0.0,3.2100508498751372,0.0,0.0,3
GCA_004198895.1,0.0,1621.0,viral,Virus,0.0,3.209783014848515,0.0,0.0,3
GCA_004201555.1,0.0,1612.0,viral,Virus,0.0,3.2073650374690716,0.0,0.0,3
GCA_031213325.1,0.0,1611.0,viral,Virus,0.0,3.207095540419218,0.0,0.0,3
GCA_003617095.1,0.0,1609.0,viral,Virus,0.0,3.2065560440990297,0.0,0.0,3
GCA_003653405.1,0.0,1606.0,viral,Virus,0.0,3.205745540942662,0.0,0.0,3
GCA_003654405.1,0.0,1605.0,viral,Virus,0.0,3.205475036740891,0.0,0.0,3
GCF_000931055.1,0.0,1605.0,viral,Virus,0.0,3.205475036740891,0.0,0.0,3
GCA_031314625.1,0.0,1604.0,viral,Virus,0.0,3.2052043639481447,0.0,0.0,3
GCA_003654565.1,0.0,1604.0,viral,Virus,0.0,3.2052043639481447,0.0,0.0,3
GCA_003617195.1,0.0,1602.0,viral,Virus,0.0,3.204662511748219,0.0,0.0,3
GCA_001274465.1,0.0,1600.0,viral,Virus,0.0,3.2041199826559246,0.0,0.0,3
GCA_003658725.1,0.0,1599.0,viral,Virus,0.0,3.2038484637462346,0.0,0.0,3
GCA_003652445.1,0.0,1598.0,viral,Virus,0.0,3.2035767749779724,0.0,0.0,3
GCA_003617135.1,0.0,1597.0,viral,Virus,0.0,3.203304916138483,0.0,0.0,3
GCA_013166255.1,0.0,1595.0,viral,Virus,0.0,3.2027606873931997,0.0,0.0,3
GCA_003654685.1,0.0,1592.0,viral,Virus,0.0,3.20194306340165,0.0,0.0,3
GCA_003659745.1,0.0,1590.0,viral,Virus,0.0,3.2013971243204513,0.0,0.0,3
GCA_022874095.1,0.0,1589.0,viral,Virus,0.0,3.2011238972073794,0.0,0.0,3
GCA_031088385.1,0.0,1587.0,viral,Virus,0.0,3.2005769267548483,0.0,0.0,3
GCA_031190125.1,0.0,1587.0,viral,Virus,0.0,3.2005769267548483,0.0,0.0,3
GCA_003621775.1,0.0,1587.0,viral,Virus,0.0,3.2005769267548483,0.0,0.0,3
GCA_003654225.1,0.0,1587.0,viral,Virus,0.0,3.2005769267548483,0.0,0.0,3
GCF_004045975.1,0.0,1587.0,viral,Virus,0.0,3.2005769267548483,0.0,0.0,3
GCA_031193275.1,0.0,1586.0,viral,Virus,0.0,3.200303182981585,0.0,0.0,3
GCA_031298285.1,0.0,1585.0,viral,Virus,0.0,3.2000292665537704,0.0,0.0,3
GCA_031239585.1,0.0,1584.0,viral,Virus,0.0,3.1997551772534747,0.0,0.0,3
GCA_003618915.1,0.0,1582.0,viral,Virus,0.0,3.1992064791616577,0.0,0.0,3
GCA_003657885.1,0.0,1582.0,viral,Virus,0.0,3.1992064791616577,0.0,0.0,3
GCA_004202955.1,0.0,1581.0,viral,Virus,0.0,3.198931869932209,0.0,0.0,3
GCA_013166275.1,0.0,1577.0,viral,Virus,0.0,3.197831693328903,0.0,0.0,3
GCA_004204395.1,0.0,1574.0,viral,Virus,0.0,3.1970047280230456,0.0,0.0,3
GCA_004201615.1,0.0,1574.0,viral,Virus,0.0,3.1970047280230456,0.0,0.0,3
GCA_004206655.1,0.0,1574.0,viral,Virus,0.0,3.1970047280230456,0.0,0.0,3
GCA_031087375.1,0.0,1571.0,viral,Virus,0.0,3.1961761850399735,0.0,0.0,3
GCA_004204815.1,0.0,1563.0,viral,Virus,0.0,3.193958978019187,0.0,0.0,3
GCA_031314635.1,0.0,1563.0,viral,Virus,0.0,3.193958978019187,0.0,0.0,3
GCA_003624215.1,0.0,1561.0,viral,Virus,0.0,3.1934029030624176,0.0,0.0,3
GCA_003659825.1,0.0,1558.0,viral,Virus,0.0,3.1925674533365456,0.0,0.0,3
GCA_003657425.1,0.0,1556.0,viral,Virus,0.0,3.1920095926536702,0.0,0.0,3
GCA_003655625.1,0.0,1554.0,viral,Virus,0.0,3.1914510144648953,0.0,0.0,3
GCA_031087875.1,0.0,1553.0,viral,Virus,0.0,3.1911714557285586,0.0,0.0,3
GCA_004199915.1,0.0,1552.0,viral,Virus,0.0,3.1908917169221698,0.0,0.0,3
GCA_031088225.1,0.0,1551.0,viral,Virus,0.0,3.190611797813605,0.0,0.0,3
GCA_004290635.1,0.0,1549.0,viral,Virus,0.0,3.190051417759206,0.0,0.0,3
GCA_003624295.1,0.0,1545.0,viral,Virus,0.0,3.1889284837608534,0.0,0.0,3
GCA_031175095.1,0.0,1544.0,viral,Virus,0.0,3.188647295999717,0.0,0.0,3
GCA_003673365.1,0.0,1537.0,viral,Virus,0.0,3.1866738674997452,0.0,0.0,3
GCA_003618895.1,0.0,1537.0,viral,Virus,0.0,3.1866738674997452,0.0,0.0,3
GCA_003625235.1,0.0,1535.0,viral,Virus,0.0,3.1861083798132053,0.0,0.0,3
GCA_004208395.1,0.0,1535.0,viral,Virus,0.0,3.1861083798132053,0.0,0.0,3
GCA_003625115.1,0.0,1535.0,viral,Virus,0.0,3.1861083798132053,0.0,0.0,3
GCA_003618195.1,0.0,1535.0,viral,Virus,0.0,3.1861083798132053,0.0,0.0,3
GCA_003653805.1,0.0,1533.0,viral,Virus,0.0,3.185542154854375,0.0,0.0,3
GCF_018591115.1,0.0,1531.0,viral,Virus,0.0,3.184975190698261,0.0,0.0,3
GCA_003657325.1,0.0,1525.0,viral,Virus,0.0,3.1832698436828046,0.0,0.0,3
GCA_003655045.1,0.0,1523.0,viral,Virus,0.0,3.1826999033360424,0.0,0.0,3
GCA_003657065.1,0.0,1517.0,viral,Virus,0.0,3.1809855807867304,0.0,0.0,3
GCA_003618415.1,0.0,1515.0,viral,Virus,0.0,3.180412632838324,0.0,0.0,3
GCA_003729495.1,0.0,1509.0,viral,Virus,0.0,3.17868923977559,0.0,0.0,3
GCA_004206795.1,0.0,1507.0,viral,Virus,0.0,3.1781132523146316,0.0,0.0,3
GCA_004287675.1,0.0,1506.0,viral,Virus,0.0,3.177824971864682,0.0,0.0,3
GCA_003654865.1,0.0,1506.0,viral,Virus,0.0,3.177824971864682,0.0,0.0,3
GCA_004198335.1,0.0,1505.0,viral,Virus,0.0,3.1775364999298623,0.0,0.0,3
GCA_031088065.1,0.0,1503.0,viral,Virus,0.0,3.176958980586908,0.0,0.0,3
GCA_003617035.1,0.0,1502.0,viral,Virus,0.0,3.17666993266815,0.0,0.0,3
GCA_031315355.1,0.0,1500.0,viral,Virus,0.0,3.1760912590556813,0.0,0.0,3
GCA_003617255.1,0.0,1486.0,viral,Virus,0.0,3.1720188094245563,0.0,0.0,3
GCA_031088035.1,0.0,1483.0,viral,Virus,0.0,3.1711411510283822,0.0,0.0,3
GCA_022874265.1,0.0,1483.0,viral,Virus,0.0,3.1711411510283822,0.0,0.0,3
GCA_022874275.1,0.0,1483.0,viral,Virus,0.0,3.1711411510283822,0.0,0.0,3
GCA_003620455.1,0.0,1480.0,viral,Virus,0.0,3.1702617153949575,0.0,0.0,3
GCA_031088055.1,0.0,1480.0,viral,Virus,0.0,3.1702617153949575,0.0,0.0,3
GCA_003618695.1,0.0,1480.0,viral,Virus,0.0,3.1702617153949575,0.0,0.0,3
GCA_022874075.1,0.0,1478.0,viral,Virus,0.0,3.1696744340588068,0.0,0.0,3
GCF_000898675.1,0.0,1478.0,viral,Virus,0.0,3.1696744340588068,0.0,0.0,3
GCA_001646435.1,0.0,1474.0,viral,Virus,0.0,3.1684974835230326,0.0,0.0,3
GCA_003652725.1,0.0,1470.0,viral,Virus,0.0,3.167317334748176,0.0,0.0,3
GCA_003623675.1,0.0,1466.0,viral,Virus,0.0,3.166133970305109,0.0,0.0,3
GCA_003621655.1,0.0,1463.0,viral,Virus,0.0,3.1652443261253107,0.0,0.0,3
GCA_031163265.1,0.0,1460.0,viral,Virus,0.0,3.164352855784437,0.0,0.0,3
GCA_004206055.1,0.0,1457.0,viral,Virus,0.0,3.16345955176999,0.0,0.0,3
GCA_003623655.1,0.0,1452.0,viral,Virus,0.0,3.161966616364075,0.0,0.0,3
GCA_003651985.1,0.0,1452.0,viral,Virus,0.0,3.161966616364075,0.0,0.0,3
GCA_004197555.1,0.0,1451.0,viral,Virus,0.0,3.161667412437736,0.0,0.0,3
GCA_004199275.1,0.0,1447.0,viral,Virus,0.0,3.1604685311190375,0.0,0.0,3
GCA_004199455.1,0.0,1444.0,viral,Virus,0.0,3.1595671932336202,0.0,0.0,3
GCA_004205595.1,0.0,1440.0,viral,Virus,0.0,3.1583624920952498,0.0,0.0,3
GCA_003623155.1,0.0,1439.0,viral,Virus,0.0,3.158060793936605,0.0,0.0,3
GCA_000921555.1,0.0,1437.0,viral,Virus,0.0,3.157456768134226,0.0,0.0,3
GCA_000897035.1,0.0,1436.0,viral,Virus,0.0,3.1571544399062814,0.0,0.0,3
GCA_003985905.1,0.0,1433.0,viral,Virus,0.0,3.1562461903973444,0.0,0.0,3
GCF_000852285.1,0.0,1432.0,viral,Virus,0.0,3.1559430179718366,0.0,0.0,3
GCA_003618935.1,0.0,1427.0,viral,Virus,0.0,3.154423973114647,0.0,0.0,3
GCA_004099545.1,0.0,1426.0,viral,Virus,0.0,3.154119525515847,0.0,0.0,3
GCA_003541155.1,0.0,1419.0,viral,Virus,0.0,3.151982395457474,0.0,0.0,3
GCA_004290015.1,0.0,1417.0,viral,Virus,0.0,3.1513698502474603,0.0,0.0,3
GCA_004208155.1,0.0,1417.0,viral,Virus,0.0,3.1513698502474603,0.0,0.0,3
GCA_000887975.1,0.0,1416.0,viral,Virus,0.0,3.15106325335375,0.0,0.0,3
GCA_031198425.1,0.0,1415.0,viral,Virus,0.0,3.150756439860309,0.0,0.0,3
GCA_031087235.1,0.0,1414.0,viral,Virus,0.0,3.150449409460881,0.0,0.0,3
GCA_031086395.1,0.0,1413.0,viral,Virus,0.0,3.1501421618485588,0.0,0.0,3
GCA_003260955.1,0.0,1413.0,viral,Virus,0.0,3.1501421618485588,0.0,0.0,3
GCA_031086375.1,0.0,1413.0,viral,Virus,0.0,3.1501421618485588,0.0,0.0,3
GCA_031086365.1,0.0,1413.0,viral,Virus,0.0,3.1501421618485588,0.0,0.0,3
GCA_031086355.1,0.0,1413.0,viral,Virus,0.0,3.1501421618485588,0.0,0.0,3
GCA_031086385.1,0.0,1413.0,viral,Virus,0.0,3.1501421618485588,0.0,0.0,3
GCF_013087435.1,0.0,1413.0,viral,Virus,0.0,3.1501421618485588,0.0,0.0,3
GCF_000923295.1,0.0,1406.0,viral,Virus,0.0,3.147985320683805,0.0,0.0,3
GCA_031086525.1,0.0,1403.0,viral,Virus,0.0,3.1470576710283598,0.0,0.0,3
GCA_003034065.1,0.0,1401.0,viral,Virus,0.0,3.1464381352857744,0.0,0.0,3
GCA_031086415.1,0.0,1401.0,viral,Virus,0.0,3.1464381352857744,0.0,0.0,3
GCA_031086405.1,0.0,1401.0,viral,Virus,0.0,3.1464381352857744,0.0,0.0,3
GCA_018580485.1,0.0,1399.0,viral,Virus,0.0,3.1458177144918276,0.0,0.0,3
GCA_031086425.1,0.0,1398.0,viral,Virus,0.0,3.1455071714096627,0.0,0.0,3
GCA_003034055.1,0.0,1398.0,viral,Virus,0.0,3.1455071714096627,0.0,0.0,3
GCA_003655845.1,0.0,1397.0,viral,Virus,0.0,3.1451964061141817,0.0,0.0,3
GCA_003655985.1,0.0,1397.0,viral,Virus,0.0,3.1451964061141817,0.0,0.0,3
GCF_018580535.1,0.0,1396.0,viral,Virus,0.0,3.144885418287142,0.0,0.0,3
GCF_000890935.1,0.0,1396.0,viral,Virus,0.0,3.144885418287142,0.0,0.0,3
GCF_000892815.1,0.0,1395.0,viral,Virus,0.0,3.144574207609616,0.0,0.0,3
GCA_031088275.1,0.0,1394.0,viral,Virus,0.0,3.144262773761991,0.0,0.0,3
GCF_002987805.1,0.0,1393.0,viral,Virus,0.0,3.1439511164239633,0.0,0.0,3
GCA_000922955.1,0.0,1392.0,viral,Virus,0.0,3.1436392352745433,0.0,0.0,3
GCA_031298535.1,0.0,1392.0,viral,Virus,0.0,3.1436392352745433,0.0,0.0,3
GCF_000890355.1,0.0,1392.0,viral,Virus,0.0,3.1436392352745433,0.0,0.0,3
GCF_003029015.1,0.0,1391.0,viral,Virus,0.0,3.143327129992046,0.0,0.0,3
GCA_031122005.1,0.0,1390.0,viral,Virus,0.0,3.143014800254095,0.0,0.0,3
GCF_000904215.1,0.0,1390.0,viral,Virus,0.0,3.143014800254095,0.0,0.0,3
GCA_000884735.1,0.0,1389.0,viral,Virus,0.0,3.1427022457376155,0.0,0.0,3
GCA_000903535.1,0.0,1389.0,viral,Virus,0.0,3.1427022457376155,0.0,0.0,3
GCA_031086345.1,0.0,1389.0,viral,Virus,0.0,3.1427022457376155,0.0,0.0,3
GCA_003615675.1,0.0,1389.0,viral,Virus,0.0,3.1427022457376155,0.0,0.0,3
GCA_031086335.1,0.0,1388.0,viral,Virus,0.0,3.142389466118836,0.0,0.0,3
GCF_000875105.1,0.0,1388.0,viral,Virus,0.0,3.142389466118836,0.0,0.0,3
GCF_000889475.1,0.0,1388.0,viral,Virus,0.0,3.142389466118836,0.0,0.0,3
GCA_031087865.1,0.0,1388.0,viral,Virus,0.0,3.142389466118836,0.0,0.0,3
GCA_031087455.1,0.0,1387.0,viral,Virus,0.0,3.1420764610732848,0.0,0.0,3
GCF_001430315.1,0.0,1387.0,viral,Virus,0.0,3.1420764610732848,0.0,0.0,3
GCA_000886955.1,0.0,1387.0,viral,Virus,0.0,3.1420764610732848,0.0,0.0,3
GCF_001654225.1,0.0,1386.0,viral,Virus,0.0,3.141763230275788,0.0,0.0,3
GCF_000891395.1,0.0,1385.0,viral,Virus,0.0,3.1414497734004674,0.0,0.0,3
GCF_003034005.1,0.0,1385.0,viral,Virus,0.0,3.1414497734004674,0.0,0.0,3
GCA_003660025.1,0.0,1384.0,viral,Virus,0.0,3.141136090120739,0.0,0.0,3
GCF_000884935.1,0.0,1384.0,viral,Virus,0.0,3.141136090120739,0.0,0.0,3
GCA_000864325.1,0.0,1384.0,viral,Virus,0.0,3.141136090120739,0.0,0.0,3
GCF_003034085.1,0.0,1384.0,viral,Virus,0.0,3.141136090120739,0.0,0.0,3
GCA_031086445.1,0.0,1383.0,viral,Virus,0.0,3.1408221801093106,0.0,0.0,3
GCF_000887815.1,0.0,1383.0,viral,Virus,0.0,3.1408221801093106,0.0,0.0,3
GCA_031086505.1,0.0,1383.0,viral,Virus,0.0,3.1408221801093106,0.0,0.0,3
GCF_002987895.1,0.0,1383.0,viral,Virus,0.0,3.1408221801093106,0.0,0.0,3
GCA_031086745.1,0.0,1381.0,viral,Virus,0.0,3.140193678578631,0.0,0.0,3
GCF_001429995.1,0.0,1381.0,viral,Virus,0.0,3.140193678578631,0.0,0.0,3
GCA_031087435.1,0.0,1380.0,viral,Virus,0.0,3.1398790864012365,0.0,0.0,3
GCA_000867705.1,0.0,1380.0,viral,Virus,0.0,3.1398790864012365,0.0,0.0,3
GCF_000897335.1,0.0,1379.0,viral,Virus,0.0,3.13956426617585,0.0,0.0,3
GCA_000887695.1,0.0,1379.0,viral,Virus,0.0,3.13956426617585,0.0,0.0,3
GCF_000920515.2,0.0,1379.0,viral,Virus,0.0,3.13956426617585,0.0,0.0,3
GCA_000915975.1,0.0,1378.0,viral,Virus,0.0,3.139249217571607,0.0,0.0,3
GCF_000902015.1,0.0,1378.0,viral,Virus,0.0,3.139249217571607,0.0,0.0,3
GCF_000871725.1,0.0,1378.0,viral,Virus,0.0,3.139249217571607,0.0,0.0,3
GCA_000886575.1,0.0,1378.0,viral,Virus,0.0,3.139249217571607,0.0,0.0,3
GCA_004032715.1,0.0,1378.0,viral,Virus,0.0,3.139249217571607,0.0,0.0,3
GCA_004032695.1,0.0,1378.0,viral,Virus,0.0,3.139249217571607,0.0,0.0,3
GCA_004290275.1,0.0,1378.0,viral,Virus,0.0,3.139249217571607,0.0,0.0,3
GCA_031088255.1,0.0,1378.0,viral,Virus,0.0,3.139249217571607,0.0,0.0,3
GCA_031087805.1,0.0,1378.0,viral,Virus,0.0,3.139249217571607,0.0,0.0,3
GCA_003034035.1,0.0,1377.0,viral,Virus,0.0,3.1389339402569236,0.0,0.0,3
GCA_000844465.1,0.0,1377.0,viral,Virus,0.0,3.1389339402569236,0.0,0.0,3
GCA_031086275.1,0.0,1377.0,viral,Virus,0.0,3.1389339402569236,0.0,0.0,3
GCF_002830265.1,0.0,1377.0,viral,Virus,0.0,3.1389339402569236,0.0,0.0,3
GCA_031086025.1,0.0,1377.0,viral,Virus,0.0,3.1389339402569236,0.0,0.0,3
GCF_018583485.1,0.0,1376.0,viral,Virus,0.0,3.1386184338994925,0.0,0.0,3
GCF_000897295.1,0.0,1376.0,viral,Virus,0.0,3.1386184338994925,0.0,0.0,3
GCA_003033975.1,0.0,1376.0,viral,Virus,0.0,3.1386184338994925,0.0,0.0,3
GCA_031086475.1,0.0,1376.0,viral,Virus,0.0,3.1386184338994925,0.0,0.0,3
GCF_018580645.1,0.0,1376.0,viral,Virus,0.0,3.1386184338994925,0.0,0.0,3
GCA_031088045.1,0.0,1375.0,viral,Virus,0.0,3.1383026981662816,0.0,0.0,3
GCF_001963675.1,0.0,1375.0,viral,Virus,0.0,3.1383026981662816,0.0,0.0,3
GCA_031087885.1,0.0,1375.0,viral,Virus,0.0,3.1383026981662816,0.0,0.0,3
GCA_031087465.1,0.0,1375.0,viral,Virus,0.0,3.1383026981662816,0.0,0.0,3
GCA_018590975.1,0.0,1375.0,viral,Virus,0.0,3.1383026981662816,0.0,0.0,3
GCF_001045325.1,0.0,1375.0,viral,Virus,0.0,3.1383026981662816,0.0,0.0,3
GCA_031087855.1,0.0,1375.0,viral,Virus,0.0,3.1383026981662816,0.0,0.0,3
GCA_031087425.1,0.0,1374.0,viral,Virus,0.0,3.137986732723532,0.0,0.0,3
GCA_000923555.1,0.0,1374.0,viral,Virus,0.0,3.137986732723532,0.0,0.0,3
GCA_000855605.1,0.0,1374.0,viral,Virus,0.0,3.137986732723532,0.0,0.0,3
GCF_002080175.1,0.0,1374.0,viral,Virus,0.0,3.137986732723532,0.0,0.0,3
GCF_002987905.1,0.0,1374.0,viral,Virus,0.0,3.137986732723532,0.0,0.0,3
GCA_031086805.1,0.0,1374.0,viral,Virus,0.0,3.137986732723532,0.0,0.0,3
GCF_000889595.1,0.0,1373.0,viral,Virus,0.0,3.137670537236755,0.0,0.0,3
GCA_031086765.1,0.0,1373.0,viral,Virus,0.0,3.137670537236755,0.0,0.0,3
GCA_031087395.1,0.0,1373.0,viral,Virus,0.0,3.137670537236755,0.0,0.0,3
GCA_031088285.1,0.0,1373.0,viral,Virus,0.0,3.137670537236755,0.0,0.0,3
GCA_026222525.1,0.0,1373.0,viral,Virus,0.0,3.137670537236755,0.0,0.0,3
GCA_000869545.1,0.0,1373.0,viral,Virus,0.0,3.137670537236755,0.0,0.0,3
GCA_031086925.1,0.0,1373.0,viral,Virus,0.0,3.137670537236755,0.0,0.0,3
GCA_031087305.1,0.0,1373.0,viral,Virus,0.0,3.137670537236755,0.0,0.0,3
GCA_031086835.1,0.0,1373.0,viral,Virus,0.0,3.137670537236755,0.0,0.0,3
GCA_031086625.1,0.0,1372.0,viral,Virus,0.0,3.137354111370733,0.0,0.0,3
GCA_031086465.1,0.0,1372.0,viral,Virus,0.0,3.137354111370733,0.0,0.0,3
GCF_013087115.1,0.0,1372.0,viral,Virus,0.0,3.137354111370733,0.0,0.0,3
GCF_018583345.1,0.0,1372.0,viral,Virus,0.0,3.137354111370733,0.0,0.0,3
GCF_000870865.1,0.0,1372.0,viral,Virus,0.0,3.137354111370733,0.0,0.0,3
GCA_000844765.1,0.0,1372.0,viral,Virus,0.0,3.137354111370733,0.0,0.0,3
GCF_002830345.1,0.0,1371.0,viral,Virus,0.0,3.1370374547895126,0.0,0.0,3
GCA_000875665.1,0.0,1371.0,viral,Virus,0.0,3.1370374547895126,0.0,0.0,3
GCA_031086845.1,0.0,1371.0,viral,Virus,0.0,3.1370374547895126,0.0,0.0,3
GCF_026210835.1,0.0,1371.0,viral,Virus,0.0,3.1370374547895126,0.0,0.0,3
GCA_031088295.1,0.0,1371.0,viral,Virus,0.0,3.1370374547895126,0.0,0.0,3
GCF_000889335.1,0.0,1371.0,viral,Virus,0.0,3.1370374547895126,0.0,0.0,3
GCA_002830025.1,0.0,1371.0,viral,Virus,0.0,3.1370374547895126,0.0,0.0,3
GCF_002987995.1,0.0,1371.0,viral,Virus,0.0,3.1370374547895126,0.0,0.0,3
GCA_031086235.1,0.0,1370.0,viral,Virus,0.0,3.1367205671564067,0.0,0.0,3
GCA_031086885.1,0.0,1370.0,viral,Virus,0.0,3.1367205671564067,0.0,0.0,3
GCF_003028915.1,0.0,1370.0,viral,Virus,0.0,3.1367205671564067,0.0,0.0,3
GCA_031086915.1,0.0,1370.0,viral,Virus,0.0,3.1367205671564067,0.0,0.0,3
GCF_000989055.1,0.0,1370.0,viral,Virus,0.0,3.1367205671564067,0.0,0.0,3
GCF_000871425.1,0.0,1370.0,viral,Virus,0.0,3.1367205671564067,0.0,0.0,3
GCA_031086895.1,0.0,1370.0,viral,Virus,0.0,3.1367205671564067,0.0,0.0,3
GCA_030027935.1,0.0,1370.0,viral,Virus,0.0,3.1367205671564067,0.0,0.0,3
GCA_031086685.1,0.0,1370.0,viral,Virus,0.0,3.1367205671564067,0.0,0.0,3
GCA_031086095.1,0.0,1370.0,viral,Virus,0.0,3.1367205671564067,0.0,0.0,3
GCA_001962155.1,0.0,1370.0,viral,Virus,0.0,3.1367205671564067,0.0,0.0,3
GCA_003029175.1,0.0,1370.0,viral,Virus,0.0,3.1367205671564067,0.0,0.0,3
GCA_018589475.1,0.0,1370.0,viral,Virus,0.0,3.1367205671564067,0.0,0.0,3
GCA_018582825.1,0.0,1369.0,viral,Virus,0.0,3.13640344813399,0.0,0.0,3
GCA_031087495.1,0.0,1369.0,viral,Virus,0.0,3.13640344813399,0.0,0.0,3
GCA_031086815.1,0.0,1369.0,viral,Virus,0.0,3.13640344813399,0.0,0.0,3
GCA_031086875.1,0.0,1369.0,viral,Virus,0.0,3.13640344813399,0.0,0.0,3
GCF_001961415.1,0.0,1369.0,viral,Virus,0.0,3.13640344813399,0.0,0.0,3
GCA_031086905.1,0.0,1369.0,viral,Virus,0.0,3.13640344813399,0.0,0.0,3
GCA_031086935.1,0.0,1369.0,viral,Virus,0.0,3.13640344813399,0.0,0.0,3
GCA_031086855.1,0.0,1368.0,viral,Virus,0.0,3.1360860973840974,0.0,0.0,3
GCA_031087735.1,0.0,1368.0,viral,Virus,0.0,3.1360860973840974,0.0,0.0,3
GCA_000864785.1,0.0,1367.0,viral,Virus,0.0,3.1357685145678222,0.0,0.0,3
GCA_003033985.1,0.0,1367.0,viral,Virus,0.0,3.1357685145678222,0.0,0.0,3
